ID,Prediction
TEST_1_247,"Last Surviving WWI Veteran Honored at Memorial Day Observances in Kansas City. Frank Buckles, 107, Enlisted in 1917, Was Honored at World War I Museum. ""I was gung-ho,"" Buckles tells Kansas City Star after receiving VFW medal."
TEST_1_248,"Five die in Hawaii Crash of Skydiving Plane in Kauai, Five Die in Crash of Cessna 182. Plane Crashed into Field After Taking Off from Kauai's Port Allen Airport. Four Dead in Crash, One Injured in Crash; Another Injured Was Pilot"
TEST_1_249,"Home Depot Stole 53 million Email Addresses, 56 million Credit Cardholder Data. Home Depot Shares Gain 18% on News of 56-Million-Credit-Card Breach. Target, Neiman Marcus, Michaels, SuperValu, and Supervalu Also Stole Data"
TEST_1_250,"Two Socialites Die in Car Accident on Ferry in Miami. Car Sinks to Bottom of 50-foot Channel, Divers Find Bodies of Emma Afra and Viviane Brahms. The 113-foot ferry's trip from Fisher Island to Miami Beach takes only 7 minutes."
TEST_1_251,"14-year-old Lion Euthanized for Age-related Death at Chicago Zoo. Larger-than-life Female Lion Falls 15ft into Dry Moat in 15-foot Fall. ""Unexpected, Mysterious"" Death Comes Two Weeks After Mating Mates Put Down"
TEST_1_252,"25 million tons of debris remain from March earthquake. $8.4B Work to Get Rid of Debris Expected to Cost $8B, Take 3 years. Much Debris Contaminated with Seawater, Can't Be Used in Cement Mix."
TEST_1_253,"$7 billion worth of U.S. Military Equipment Being Destroyed in Afghanistan. $7 billion in Military Equipment Is Being Turned into Scrapped Metal. $1 million MRAPs, 2,000 Hulking Ambush-Resistant Vehicles, Are Beingdestroyed."
TEST_1_254,"248 Human Fetuses Discovered in Russia's South Urals. Four Barrels of 248 Fetuses Found in Forest in Sverdlovsk, Russia. Police: One of Four Local Hospitals Dumped the Fetuses in the Forest. The Fetuses Were Preserved in Formaldehyde in Barrels."
TEST_1_255,Pentagon: $35B Contract for New Air Force Tankers Put on Hold for 'Fairness' Decision Comes After Public Outcry Over Boeing Jet-maker's Controversy. Boeing: 'The Delay Is The Right Thing To Do' Defense Secretary Robert Gates: 'It's the right thing to do'
TEST_1_256,College Student Earns $900 for Apple Spot in Midtown New York. $900 Earned by Selling First-in-line Spot at 5pm on iPad 2 Launch Day. iPad 2 Goes On Sale at 5 p.m. Wednesday in New York City.
TEST_1_257,"100 Soldiers buried in Avalanche on Pakistan Army Base in Himalayas. ""I can't comprehend how an avalanche can reach that place,"" says one officer. Base is located in valley between two mountains in Pakistan-India border area. ""It was supposed to be safe,"" says officer."
TEST_1_258,"$10.9Million Mansion in New York State Includes 4 Fireplaces, 4 Stables, Pastures, Dressage Ring. Clintons Buy 7,000-square-foot New York Mansion for $10 million. $10M Mansion Includes Stables and Stables"
TEST_1_259,"4-year-old shoots 19-month-old in chest with loaded gun in bedroom. Toddler dies in Wichita, Kansas, after pulling trigger on nightstand. Father, who was home at the time and in adjacent living room, took him to hospital. Police say it appears the boy knew where the gun was."
TEST_1_260,"Heath Ledger's $10M Death Benefits Believed to be a 'Suicide' Lawyer for 3-year-old's Trust sues Insurance Company for Not Paying Out Benefits. Lawyer: ""There's not a shred of evidence that points to suicide"""
TEST_1_261,"Kris Jenner turns 60: She Loves Her Friends, 30 years later. Kris' 60th Birthday Tribute Features Cheesecake Factory, Costco, Church, Cheesecakes, Church on Sundays. ""I Love My Friends"" Is a 30-year-old version of Kris' I Love My friends Music Video."
TEST_1_262,"Dyton Logalbo, 3, Found Safe and Sound in Wisconsin Cornfield. Police Didn't Ask for Volunteers, But 500 Sign Up for Search. 10-year-old With Autism Also Found Safe in Cornfield, But Not in Same Cornfield as Dyton."
TEST_1_263,"13 Dead from Fort Hood Shooting: Woman Dies of Her Injuries. Shooter Nidal Malik Hasan Under Guard at Texas Hospital. Gunman Nidal Hasan Had Made It to Graduation Ceremony 50 Yrs. Earlier, Hasan Had Open Fire on 600-Person Audience."
TEST_1_264,"11-year-old Girl Chokes on Marshmallow, Suffers Head Injuries, Dies in Hospital. Mother Blames Party Hosts for Daughter's Death. Mother: ""She will always be with them in their hearts and watching over them and especially her younger brother and sister"""
TEST_1_265,"Pamela Smart's Killer Granted Parole on First Try, Nearly 25 years Later, He's Still Haunted by His '90s Murderer's Life. ""To Die For,"" The Pamela Smart Murder Case, Is A Media Circus, Is Made into a Movie"
TEST_1_266,"San Francisco Could Get First Snow in 35 years, 35-year-old 'Gold Standard' Storm from Alaska Could Bring Up to an inch of Snow to San Francisco. Snow in San Francisco is a 'Gold-Standard' Storm Could Hit at Sea Level and Stick Around"
TEST_1_267,"Hairless Terrier, Sloughi Join 187 Other Dog Breeds in American Kennel Club. American Hairless Terriers Can Now Compete in Most AKC Shows, Shows ""Bare-Skinned"" Dogs Were Developed to Hunt Game as Big as Gazelles in North Africa"
TEST_1_268,"Germany Celebrates 25th anniversary of Fall of Berlin Wall. Thousands of East Berliners Stream Through Border Crossing on Nov. 9. German Chancellor Angela Merkel: Fall of Wall Shows ""Dreams Can Come True"" A million people expected to attend Berlin party, release of helium-filled balloons."
TEST_1_269,"MMA Fighter Captured After 9-hour Manhunt, Escaped Prison Van Escaped ""Murder Victim"" Caught in trash can, found hiding in McDonald's, police say. Cops: ""MMA fighter suspected of killing at least two people, including an ex-girlfriend"""
TEST_1_270,"Tata Motors' $2,500 Nano Is The World's Cheapest Car""Nano"" Has No Radio, Air Conditioning, No Passenger-side Mirror, No Windshield Wiper, Just One Wiper"" Fears Fomented by Nobel Laureate Rajendra Pachauri"
TEST_1_271,"$8M Sub 'Most Capable' Sub 'imploded' in Pacific Ocean 6.2 miles Under The Kermadec Trench' Nereus Disappeared Under 16,000-Pounds-Per-Square-Inch Pressure' Dead Sub 'One of 4 Submersibles to Reach Mariana Trench, 4th to Explore Caribbean'"
TEST_1_272,"18 Dead in Mexican Gunmen's Attacks on Two Army Barracks, 18 Dead in Gunfire in Nogales, Michoacan. Four Severed Heads Found in Michoacans, Three More in Border City. Gunmen Stuck to Bodies with Messages on Bodies"
TEST_1_273,"Rafael Nadal loses to 19-year-old Nick Kyrgios in Wimbledon 4-6, 5-7, 7-6 (5), 6-3. Two-time champion Nadal lost in fourth round of Wimbledon in his 10th appearance. Kyrgious, a wild-card entry, hit 37 aces and delivered a between-"
TEST_1_274,"Bombs in Baghdad Kill at least 29 in coordinated attack on Shiite mosques. Death toll rises to 303 in Iraq, including 24 at Shiite mosque in northern Baghdad. At least 303 killed in Iraq since U.S. troops withdrew from major urban areas, says report."
TEST_1_275,"Hollywood Wants 3D 3D for Robin Hood, Terminator 2, Star Wars. Some Think Jackass 3D will be shot in 3D, Johnny Knoxville says. 3D Will Stick It Up Steve Oâ€™s Butt, Knoxville Says."
TEST_1_276,"New York businessman sues to recover $10M in Madoff Money. Money Went to Ponzi schemer 6 days before Madoff's arrest. Lawyer: ""You've got a good argument that the money is still there"" ""Time may be on the Bronx fuel company chief's side"""
TEST_1_277,"Moody's: 283 Companies Most Likely to Default on Debts, 45% of Those On ""Bottom Rung"" List Includes GM, Chrysler, Kodak, Univision, Some Insists They're Healthy, Others Insist They're ""Healthy"""
TEST_1_278,"Dow Climbs 271 Points, S&P, Nasdaq Jump 3.5% Stocks Jump on G20, European Central Bank Interest Rate Cuts. Bank of America, Citi Up 9%, Citi 8% in G20 Rallies. Unexpected Jump in Factory Orders"
TEST_1_279,"Oracle Bought BEA for $19.38 a Share, $8.5B More than $6B Less than a Year Earlier, Oracle Bid $6.7B More Than $17 Backs Off, Rejects $21 BILLION Bids."
TEST_1_280,"At least 52 die in torrential rains in Argentina. At least 46 die in La Plata, six in Buenos Aires. Pope Francis calls for help for those left homeless by rains. Pope says he's praying for the dead, their families, survivors of the disaster."
TEST_1_281,"Three Canadian Police Officers Dead, Two Injured in Shootings. Gunman Believed to be on the loose in Moncton, New Brunswick, Canada. Residents told to stay in homes, lock doors, stay safe, report AP, CBC, Toronto Star."
TEST_1_282,"The U.S. Air Force Tests a New Stealth Drone in Contested Areas. The RQ-180 Drone Is Designed to Penetrate Contested Countries. The Drone is a Northrop Grumman Drone. The Air Force Won't confirm, but reports suggest testing is underway."
TEST_1_283,"Penn State Fans Ovation for Bill O'Brien in First Home Opener Without Joe Paterno. Penn State Blows 11-point Halfway Lead, Loses 24-14 to Ohio Bobcats. More than 80,000 Fans Chant ""We are Penn State!"""
TEST_1_284,"Lady Gaga's 1.11 million-Sales-Record-Breaking Album Is Hottest-Selling Album Since 50 Cent's ""The Massacre"" In First Week, Gaga Sold 440,000 Copies of ""Born This Way"" for 99 cents on Amazon."
TEST_1_285,"Four Dead, Four Injured in Buffalo Gunfire, One Dead, One Injured Were Newlywed Husband, Wife's Ex-Husband. Police Raid Home, Take Suspect into Custody. Police: ""It's just a senseless killing, a senseless, random killing"""
TEST_1_286,"Mexican Census-taker dies of swine flu, may have been modern-day Typhoid Mary. 39-year-old Woman Was First to Die of Swine Flu in Oaxaca, Mexico, on April 13. ""Typhoid Mary"" Was Coded-Took 300 Home Visits, Infected Dozens of People."
TEST_1_287,"12 Years a Slave Wins Praise for Its unflinching Portrayal of Slavery. The Film Adapted from Solomon Northup's 1853 Memoir. The film tells the story of a free man tricked into enslavement on a Louisiana plantation. (c) 2013, CNN.com."
TEST_1_288,"Gadhafi loyalists found dead in Libyan hotel garden. 53 Bodies Discovered in Sirte, Libya. Human Rights Watch: Bodies Were Gadhafi Loyalists ""Executed in the Garden of a Sirte Hotel"" HRW calls on NTC to investigate, hold accountable those responsible for the deaths."
TEST_1_289,"LinkedIn founder offers $5M for Donald Trump to Release His Tax Returns, CNET reports. Marine Corps Veteran Pete Kiernan Offers Up to $5 million for Trump's Tax Returns. Hoffman: Trump Can Help Voters Make More 'Informed' Decisions on Election Day"
TEST_1_290,"Former New York Mayor Michael Bloomberg Files Papers for Arkansas, North Carolina. Two Down, 48 to go, Two More to Go for New York City Mayor. Bloomberg: ""We have enormous respect for the Democratic primary process and many friends in those states"" CNN expects Bloomberg to skip early states of Iowa, New Hampshire, Nevada and South Carolina."
TEST_1_291,"Nigerian Senator Pays $100,000 dowry for 13-year-old Child Bride. Lawmakers Accuse Sen. Eme Ufot Ekaette of 'Shaming' Nigeria with $100K Dowry. Efot's Lawsuit: 'I Married a Child Bride in Egypt'"
TEST_1_292,"A 70-year-old Tour Bus Passenger Dies in Bronx Crash. 15th Passenger Dead in Bronx Bus Crash. Bus Driver's Cause of Death Is Not Yet Known, But NTSB Is Examine Engine Control Module. ""15th Victim"" Is 15th Bus Crash Victim."
TEST_1_293,"The Jeffersons Star Sherman Hemsley, 74, Dies at Age 74. Actor Starred as George Jefferson in '70s 'Jeffersons' ""Movin' On Up"" Starred in '80s sitcom as Archie Bunker's Neighbor."
TEST_1_294,"Gustav, a Category 4 Hurricane, Slams Cuba, Now Has 145mph Winds. New Orleans Evacuation: ""Iâ€™m getting out of here. I can€™t take another hurricane"" New Orleans' last flight is tomorrow at 6 pm."
TEST_1_295,"Kishikawa, Japan, Gets $10M Boost from ""Super Stationmaster"" ""Stationmaster"" Is Calico-Turned-Hat-Wearing Stationmaster. Stationmaster Gives Kishikawa a $10m Boost, Once in Trouble ""Once in Trouble"""
TEST_1_296,"Twin Taliban Suicide Bombings Kill 59 at Pakistan's Largest Weapons Complex. Bombings Heighten Turmoil After Musharraf's ouster, 59 Die in Two Taliban Buses at Weapons Complex, 59 die in Two Different Buses At Two Different Gates"
TEST_1_297,"Obesity costs $147 billion annually, according to new study. Each obese person costs $1,429 per year, 42% more than people of normal weight. One in three Americans is now obese, CDC says. Treating obesity-related disorders now accounts for 10% of health care spending."
TEST_1_298,"Apple Set to Unveil iPad 3 in San Francisco on March 7. Tablet Will Run on AT&T and Verizon's Next Generation LTE Technology. Apple Shares Rise to $500 for First Time Since Steve Jobs' Death, Apple Set to Launch iPad 3 at Event."
TEST_1_299,"$35B Jobs Act Blocked in 50-50 Senate Vote. Obama's $447B Jobs Package Blocked by Republicans. Another GOP-backed piece of the larger jobs bill also fails to advance in 57-43 vote. Obama calls GOP's actions ""unacceptable"""
TEST_1_300,"Four Dead in Bus Crash in Virginia, Dozens Injured in Crash on I-95. North Carolina Bus Driver Charged with Reckless Driving. Bus Offered $30 Bus Trip to New York, Four Dead in Crash. Crash Comes on heels of March 12 Bus Crash that Killed 15"
TEST_1_301,"10-year-old Girl's Body Set ablaze in Albuquerque Apartment Complex. Girl's Mother, Boyfriend, Cousin Charged with Child Abuse, Kidnapping, Stabbing, Sexually Abused, Stabbed, Strangled, Stangled, Dismembered"
TEST_1_302,"Few big products expected to debut at Consumer Electronics Show, Macworld. Recession fears may well be realized in 2008. Brace yourselves, warns Poletti, because it's probably going to be a bumpy year. ""It's Probably Going to Be A bumpy Year"""
TEST_1_303,"Jerome Kerviel, a Rogue Trader, Sustains $7B Loss in $7-Billion-Losing-Trading Scheme. Wall Street Journal: ""You Did Not Do Anything illegal in the sense of the law"" ""You did not do anything illegal,"" Broker Tells Jerome."
TEST_1_304,"An 87-year-old Sacramento EMT Gives His Son a Lawn Mower to Mow His Dad's Lawn. The Good deed is Shared More than 2,000 Times on Facebook. The EMT even put the lawnmower away when he was done."
TEST_1_305,"88-year-old Woman Assaulted by Police With Baseball Bat, Slapped in Face. Woman Wielding Knife Pleads Not guilty to 'Assault and Battery on a Police Officer' Police: Woman, 88, Waved knife at them, told them there was no crime at her home."
TEST_1_306,"GIÂ Joe sweeps box office with $56.2M win. Julie &Â Julia, G-Force, Harry Potter, Funny People in Top 5. GIÂ Joe's $56M Win Carried by Under-25s, J&J's $20M."
TEST_1_307,"10-year-old Boy Grazed by Gunfire in Louisiana Road Rage Incident ""No Way I Was Letting My Son Go"" Boy Had Bullet Fragments Removed from His Sinus, Now Faces Charges of Attempted Second-degree Murder, Crack Cocaine Possession"
TEST_1_308,$3.4B in Stimulus Funds to Modernize America's Electrical Grid. $400K-$2M in Smart Grid Grants Will Create Tens of Thousands of New Jobs. $4.7B in Private Investment Will Match $3B in Government Spending.
TEST_1_309,"50 Cent faces up to five years in jail for allegedly harming baby mama. Police: 50 Cent Kicked Baby Mama, Ransacked Her Home, Crashed TV, Chandeliers, Furniture. 50 Cent's Ex: ""He kicked in the door, and then kicked her"""
TEST_1_310,"Elevators Will Cover 95 Floors in 43 Seconds, Move at 44.7mph in Chinese Skyscraper. World's Fastest Elevators Move at 37mph in Taiwan's Taipei 101 Building. Chinese Elevators Will Be The Fastest in the World"
TEST_1_311,"18-year-old Boy Sentenced to 23 years for Dog's Death in Florida Burglary. Boy, 16, Shot Police Dog in Home of Trooper Robert Boody in 2012. Officer: ""I believe this to be sadistic to do this to a child"""
TEST_1_312,"10% of Your Brain? You're Probably Using 10% Of Your Brain, The Conversation reports. The 10% Theory: We Use 10% of Our Brain At Any Given Time, The Atlantic reports. New thriller shows Scarlett Johansson using all 100% of her brain, Lucy."
TEST_1_313,"Donald Trump: $1M Loan from Dad Sounds Like a Small Loan, But It's Big Compared to Building ""Great Companies"" ""Iâ€™ve built one of the great companies,"" Trump tells audience at New Hampshire town hall. ""It's a Teeny tiny $1-million loan from daddy"""
TEST_1_314,"10 Construction Workers Killed in Scaffolding Collapse at Beijing High School. 10 Worked on Gymnasium at Tsinghua High School, One of China's Most Prestigious Schools. All Victims Were Working to Build Gym at the School, Also Called T Singhua."
TEST_1_315,"Zimmerman's Voice Isn't Zimmerman, But It's ""Trayvon,"" Not ""Zim,"" ""Without a doubt,"" Says Second Analyst. ""That's a young man screaming. That's Trayvon Martin in the background,"" Says Third Analyst. Both Say It's Not Zimmerman, It's Trayvon"
TEST_1_316,Dennis Haysbert on Obama: 'I Think I Paved the Way for Barack Obama' 'I think I may have helped open the eyes of the American people' 'The Unit' Starred as first African-American US President on Fox's '24'
TEST_1_317,"5 million pigs in 39 states: $1.5 billion in damage, $20 million in losses per year. U.S. Pork Costs $1 billion a year to Control, Costs $20M to Trap, Shoot, Poison, Poison Pigs in 39 States."
TEST_1_318,"Mitt Romney, Herman Cain tied in second place with 12% each. Tea Partiers largely responsible for Cain's rise and Perry's fall. Some 91% of Tea Party supporters believe GOP will win White House. Only 58% of Democrats expect their party to come out on top."
TEST_1_319,"Time Warner: $16B Loss Reflects Decline in Cable, Publishing, and Internet Assets. Time Warner: Decline Reflects $25B goodwill writedown on Cable, publishing assets. Loss Comes from Plunging Ad Sales and Decline of AOL, magazines."
TEST_1_320,"Nine Tiny Parchments Discovered in Dead Sea Scrolls, No One Knows What They contain. Israeli Scholar: ""It's not every day that you get the chance to discover new manuscripts"" Two of the mini-scrolls were found at the Israel Museum in December."
TEST_1_321,"Richest 1% of the World Owns 48% of World's Wealth, Up to 50% By 2016, 1% Will Own More Than Rest of World, Charity Report Says. Top 1% Owns $2.7M per Adult, 80% Own 5.5M, or $3,851 per Adult."
TEST_1_322,"Carlos Fuentes, 83, dies in Mexico City hospital at age 83. Mexican Novelist Famed for The Old Gringo, The Death of Artemio Cruz, The Good Conscience, Aura, Terra Nostra, and More. Fuente: ""Most celebrated novelist in Mexico's history"""
TEST_1_323,The World's Largest Insect is 22.3 Inches Longer than The World's Longest Insect. The Insect Is Phobaeticus Chani. The Bug Is 22.2 Inch Longer Than the World's Shortest Insect The World Has Ever Beheld
TEST_1_324,"100,000 Syrians in Jordan: $500,000-a-day Camp Costs $500K a Day to Run. Half of Syrian Refugees Under 18 Say They Want to Go Back Home. ""I want to go back to my family and to the Free Syrian Army"""
TEST_1_325,"Dow Falls 15, S&P 500 Falls 3, Nasdaq Adds 1, Wall Street Journal reports. Stocks Fall on Johnson &Â Johnson Earnings, Baucus Bill, Senate Finance Committee's Approval ""Baucus Bill"" Stocks fall 15 points to close at 9,871."
TEST_1_326,"Billionaire Richard Lugner marries a 24-year-old German model. Couple met in February and got engaged in August. It's Lugner's fifth marriage, and he tells the Local, ""Apart from the big age difference, everything fits"""
TEST_1_327,"Bill Cosby Sues 7 Women Accusing him of Sex Assault, Accuses NBC, Netflix of Similar Allegations. Comedian: ""It stinks of retaliation"" All seven women are from Massachusetts. Lawyer: ""Each and every one of them"" orchestrated the campaign against Cosby."
TEST_1_328,"2-year-old's Father Says 2 Alligators Were Involved in Disney Gator Attack. Family Shows Rescuers Pictures of Their 'Happy Boy' Two Alligators Euthanized in Disney 'Gator' Death of Lane Graves, 2, Comes a week after Disney 'Attack'"
TEST_1_329,"A Walrus Drowns A Tourist and Trainer in a Walrus-Hug A 3,000-pound Walrus Wrapped The Pair In A Walrus Hug The Walrus Pulled The Pair Underwater Both Men Drowned in Walrus Pool in China"
TEST_1_330,"Gunmen kill 45 in Karachi, Pakistan after Lawmaker's Assassination. Dozens of Vehicles and Shops Set ablaze in Revenge Attacks. More than 16 million in Pakistan's Largest City Lose Control of Karachi. Schools, Business Ground to a halt in Karachi."
TEST_1_331,"Police Found Bomb-making Materials in Zawahri's Home in 2006. Santa Monica Gunman's Father Was Taken To A Psychiatrist After Threatening Students, Police Found Pipe-Bomb Materials. Zawhri's Father, Samir, Was Also Taken to Psychiatrist after Threatened Students"
TEST_1_332,"Bill Nelson Reverses Position on Gay Marriage, 51st Democrat to Back Same-sex Marriage. Nelson: ""If we are endowed by our Creator with rights, then why shouldn't those be attainable by gays and lesbians?"" Only six Democrats remain opposed to same-sex marriage: Joe Donnelly, Heidi Heitkamp, Tim Johnson, Mary Landrieu, Joe"
TEST_1_333,"22 People, including 14 Children, Rescued from Boat That Sinked in Remote Area of Maryland. ""I just couldn't imagine it,"" Waterman Jeremy Shockley Says. ""It could have easily been a disaster"" ""I guess all pirates aren't bad as everyone thinks they are,"" Shockley says."
TEST_1_334,"U.S. Will Send 300 Advisers to Iraq, Obama Tells National Security Team. U.S.: No Ground Troops, But We'll Take ""Targeted and precise"" Action if Situation on the Ground requires it. Obama: It's in our national security interest not to see an all-out civil war in Iraq"
TEST_1_335,"May is the Most Violent Month in More than 40 years in Baltimore. 43 Murders in Baltimore in May, 116 in 2015. Mayor: ""We have to do better, we have to want more"" More than 200 of the 208 people killed last year were African-Americans."
TEST_1_336,"President Obama to Nominate Ben Bernanke for Second Term as Fed Chairman. Bernanke's First 4-year Term expires in January. Obama credits Bernanke with pulling economy back from brink of depression. Obama will make announcement tomorrow, White House chief of staff Rahm Emanuel says."
TEST_1_337,"Nazi Cpl. Heinz Schymalla, 22, and Walter Mai, 21, Escape from Minnesota Camp in 1944. They Were Among 13 German POWs Who Escaped During WWII in Minnesota. Men Had a Head Start on Escape because of Lack of Sunday-morning Count"
TEST_1_338,"36.4% of Women Under 34 Live With Parents in 2010. That's Up From 36.2% in 1940. More Men Living With Parents Than In 1940. Women Half as likely to be married as Women of the same age were in 1940, Pew says."
TEST_1_339,"One in seven suffer from Sleep Drunkenness, Study Finds. 15% of 19,000 Adults Have Sleep Disorder, 30% Sleep Drunk for 15 minutes or longer after waking. More than half of those afflicted report an episode at least once a week. Sleep disorders, alcoholism, PTSD, antidepressants, and too much sleep are factors."
TEST_1_340,"61 Tons of Silver Haul from 1941 Shipwreck is $35M Haul is $3M Less than Last Year's Haul, But It's Biggest Haul in History. Haul Comes From 3-Million-Dollar Shipwreck"
TEST_1_341,"4 million people were affected, but only half are current federal employees. U.S. Officials Blame China for Stolen Personnel Data Stolen from Office of Personnel Management. Officials Could Use Stolen Data to Figure Out Passwords for Other Sites, Including Weapons"
TEST_1_342,"Beyonce and Jay-Z Plan 2,200-square-foot Nursery in TriBeCa apartment. $1M Mercedes Van Includes $150,000 Audio System, Full Bathroom, Wi-Fi, Wiring for DirecTV and wi-fi."
TEST_1_343,"Frank Digoria Gets Champagne in the Mail 24 years after sending it to Dad in 1985. Champagne Bottle Spent 24 years in a Post Office Time Warp. Postal Officials Have No Explanation for Bottle's Delayed Delivery. ""I thought it was kind of unusual he didn't say, 'Thanks, Dad'"
TEST_1_344,"The White House Has One Last Shot at Plugging the Gulf Well, The New York Times Blogs. Obama Must Step Up, Move Over, The Times' Andrew Revkin Says. The White House's Responsibility to Stanch the Oil Flow Lies with the White House."
TEST_1_345,"Liana Barrientos, 38 or 39, Married 10 times in 11 years, Faces Fraud Charges, Faces 4-year Sentence. New York Woman Married 6 in 2002, Now Living in Homeless Shelter. Police: ""Motive in the case was definitely not love"""
TEST_1_346,"$10 million for $5 Grilled Cheese Sandwich Creator, Jonathan Kaplan, Has $10M in Funding. ""Melt"" App Lets Users Order Sandwiches via Mobile Site, Then Receive a QR Code to redeem at Restaurants. ""We're not in a tech bubble,"" Gawker's Ryan Tate says."
TEST_1_347,"Two U.S. Marines Killed in ISIS Cave Attack in Iraq, Officials Say. U.N.: At least 25 ISIS Fighters Killed, Nine Tunnels, Training Camp Destroyed. There are approximately 5,200 US troops in Iraq to assist in fight against ISIS."
TEST_1_348,"Orthodox Jewish extremists call for gender segregation. Protesters: Stop Israel from becoming Iran. President Peres: No person has right to threaten a girl, woman, or any person in any way. Women also report being taunted as prostitutes for wearing T-shirts and skirts."
TEST_1_349,"Hugh Hefner's $28M Mansion Pad Up for Sale for $28 million in Los Angeles. Home is a 7300-square-foot English Manor-style home. Home features a hand-carved staircase, leaded windows, five bedrooms, seven bathrooms."
TEST_1_350,"Prince to Perform in Baltimore on Sunday: ""Peace Is More Than The Absence of War"" ""Rally 4 Peace"" Is ""Tribute to All Those Recently Lost in Violence"" in Baltimore, Prince's New Song ""For Michael Brown or Freddie Gray"" No release date has yet been announced for Prince's new song."
TEST_1_351,"New York State AG: 80% of Supplements Are Mislabeled, Contaminated, and Dangerous. Walmart, GNC, Target, and Walgreen Selling 'Potentially Dangerous' Supplements. New York State Attorney General Sends Cease-and-desist Letters to 4 Retailers."
TEST_1_352,"A 23-year-old Man Pleads guilty to $400M Identity Thief Ring Stole More Than $400 million in Credit Card Data. Man Pleaded guilty to Role in Stealing More than $400m via Identity Theft. Man: ""Authorities have enough, other than what I'm pleading guilty to and could make it worse"""
TEST_1_353,"A 40-year-old Woman, 82, Is Diagnosed with a 'Calcified Fetus' The Condition Is Called A 'Stone Baby' The Fetus Is Called 'Calculified' or 'Lithopaedian' The Woman Will Need To Undergo Surgery"
TEST_1_354,Cash4Gold.com Accused of False and defamatory Posts on Consumerist. Blog Site Follows Up on Whistle-blowing Complaint from Ex-Employee. Site: Cash4Gold often mails less than 20% of what customers send in.
TEST_1_355,"South African President Sues Cartoonist for $730,000 for Humiliating,degrading Cartoon. Jacob Zuma Sues Cartoonist for Showing Zuma About To Rape Blindfolded Woman. Zuma successfully sued the Guardian in London for libel last year for libel."
TEST_1_356,"Photos of Beatles' 1964 US Tour to be Sold at UK Auction ""50 Years After Their First Album"" Photos Were Taken by Dr. Robert Beck, who died in 2002 and left them in his Hollywood home. The images will be sold March 22, 50 years after the Beatles released their first album."
TEST_1_357,"Woman Found Alive 12 Days After Fleeing 'Sexually-Assaulting' Attacker Is Charged with Sexual Assault, Assault, Obstructing Peace Officer. Woman Survives by Drinking River Water, Foraging for B berries, Surviving 12 Days in Wilderness."
TEST_1_358,The Great Internet Mersenne Prime Search Finds a 17 million-Digit Bigger Prime Number than Previous Record-Holding 17-Digits-A-Millions-The-Great-Internet-Search-Finds-17-Mersenne-Prime-Discovery-New-Scientist-New Scientist reports.
TEST_1_359,"$136M Jewelry Heist More than Twice Estimated Value of Jewelry Thieves' $136M Heist Is Biggest Jewelry Heist in Years, Police Say. $136m Jewelry Thief Fled Cannes, France, in One-Minute Heist ""Very Fast"""
TEST_1_360,"Tampa Toddler, 3, Survives Multi-Organ Transplant Without Colostomy. 3-year-old Adonis Ortiz Has Five Organ Transplant, Has 80% to 85% Chance of Making Full Recovery. Adonis' First Surgery at 4: ""He's really strong,"" Says Mom."
TEST_1_361,$113.66 a Barrel: A New Record High for Crude Oil in New Year's Day Crude Crude Hits Record High at $113 a Barrel. $113 A barrel: A Record High For Crude Aims To Hedge Against A Tumbling Dollar
TEST_1_362,"A $2,000 Reward for Information on Beheading of a Bald Eagle. The Fifth Bald Eagle Killed in the U.S. This Is the 5th Bald Eagle Beheaded in the United States this Year. A $5,500 Reward for North Carolina Beheading."
TEST_1_363,"The Dow Gains 71 Points in August, The S&P 500 Gains 11 Points. The Nasdaq Gains 20 Points, The Dow Adds 20 points. The Fed's Inventories Index Rises to 4.2, Up from a Negative 7.5 in July"
TEST_1_364,"Truck Plows into Crowd at California Race, Eight Dead, 12 Others Injured in Death, 12 Injured. Truck Plowed into Crowd in 200-mile Race in Soggy Dry Lake Bed near Lucerne Valley, California. ""Bodies everywhere,"" says AP photographer."
TEST_1_365,"$998 Mad Men Edition Sizes Available for Dressing up as Don Draper. 250 of the $998 Sizes Will be Available Monday. Comes Monday, 250 of Mad Men's ""Sharkskin"" Sizes will be available for ""Mad Men"" Fans of the 1960s TV series can buy the suits for $998."
TEST_1_366,"Japan's $1.4 billion-per-year diaper industry is growing at 6-10% a year. Japan has highest percentage of people over 65 in the world. Adult diapers set to outsell baby diapers by 2020, says country's biggest diaper maker."
TEST_1_367,"Shanghai Fire kills 42, Injures More than 90 in 30-story Blaze. More than 100 Rescuers Rescued from Blaze. Fire Started on Scaffolding, Rages through 10-Story Apartment Building. Fire rages through at least 10 stories."
TEST_1_368,"Kamala Harris' Campaign Suspends Travel, In-Person Events, Two Tests Positive for C.I.A. Biden Campaign Also Tests Positive, Suspends Sen. Harris' Travel and In-person Events. Biden's Campaign: ""Out of an abundance of caution, we are canceling travel"""
TEST_1_369,"12-year-old Runs 13.1-Mile Half-Marathon Instead of 5K 5K in Rochester, NY. Girl, 12, Is One of Youngest to Run Half-marathon in 2,111-Million-Miles"
TEST_1_370,"President Obama's State of the Union Message: $10.10/Hour Will Affect More than 2 million Federal Contract Workers. Obama Will Push Congress to Increase Minimum Wage in Tonight's State Of The Union. President Obama: ""I'm Going to Use My Power to Make America Great"""
